年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,ホームスコア,アウェイスコア,結果,札幌の結果は？,スタジアム,入場者数,インターネット中継・TV放送,points
1998,Ｊ１ １ｓｔ,第１節第１日,03/21(土・祝),15:04,清水,4-1,札幌,4,1,1,●,日本平,"12,436",,0
1998,Ｊ１ １ｓｔ,第２節第１日,03/25(水),19:02,札幌,1-3,鹿島,1,3,2,●,仙台,"14,682",,0
1998,Ｊ１ １ｓｔ,第３節第１日,03/28(土),15:04,柏,1-1,札幌,1,1,0,△,柏,"6,340",,1
1998,Ｊ１ １ｓｔ,第４節第１日,04/04(土),13:05,札幌,1-0,Ｇ大阪,1,0,1,〇,室蘭,"8,169",,3
1998,Ｊ１ １ｓｔ,第５節第１日,04/11(土),15:00,横浜M,4-0,札幌,4,0,1,●,三ツ沢,"9,214",,0
1998,Ｊ１ １ｓｔ,第６節第１日,04/15(水),19:00,札幌,2-0,浦和,2,0,1,〇,仙台,"12,171",,3
1998,Ｊ１ １ｓｔ,第７節第１日,04/18(土),14:03,名古屋,2-1,札幌,2,1,1,●,瑞穂陸,"8,173",,0
1998,Ｊ１ １ｓｔ,第８節第１日,04/25(土),14:04,札幌,3-3,平塚,3,3,0,△,室蘭,"11,518",,1
1998,Ｊ１ １ｓｔ,第９節第１日,04/29(水・祝),14:03,磐田,4-0,札幌,4,0,1,●,磐田,"13,846",,0
1998,Ｊ１ １ｓｔ,第１０節第１日,05/02(土),13:04,札幌,1-3,Ｖ川崎,1,3,2,●,室蘭,"6,079",,0
1998,Ｊ１ １ｓｔ,第１１節第１日,05/05(火・祝),15:04,神戸,2-3,札幌,2,3,2,〇,神戸ユ,"6,004",,3
1998,Ｊ１ １ｓｔ,第１２節第１日,05/09(土),13:02,札幌,3-2,市原,3,2,1,〇,室蘭,"5,118",,3
1998,Ｊ１ ２ｎｄ,第９節第１日,10/03(土),14:05,札幌,0-2,横浜M,0,2,2,●,札幌,"19,251",,0
1998,Ｊ１ ２ｎｄ,第１０節第１日,10/14(水),19:03,浦和,2-1,札幌,2,1,1,●,駒場,"17,580",,0
1998,Ｊ１ ２ｎｄ,第１１節第１日,10/17(土),13:04,札幌,3-2,名古屋,3,2,1,〇,札幌,"10,052",,3
1998,Ｊ１ ２ｎｄ,第１２節第１日,10/21(水),19:00,平塚,2-2,札幌,2,2,0,△,平塚,"4,381",,1
1998,Ｊ１ ２ｎｄ,第１３節第１日,10/24(土),14:05,札幌,1-6,磐田,1,6,2,●,札幌,"19,739",,0
1998,Ｊ１ ２ｎｄ,第１４節第１日,10/31(土),15:03,Ｖ川崎,1-2,札幌,1,2,2,〇,等々力,"6,263",,3
1998,Ｊ１ ２ｎｄ,第１５節第１日,11/03(火・祝),14:03,札幌,3-0,神戸,3,0,1,〇,札幌,"12,154",,3
1998,Ｊ１ ２ｎｄ,第１６節第１日,11/07(土),15:04,市原,1-3,札幌,1,3,2,〇,市原,"3,287",,3
1998,Ｊ１ ２ｎｄ,第１７節第１日,11/14(土),15:00,札幌,1-4,横浜Ｆ,1,4,2,●,札幌,"15,172",,0
1999,Ｊ２,第１節第１日,03/14(日),13:01,大分,1-0,札幌,1,0,1,●,大分,"3,741",大分放送,0
1999,Ｊ２,第２節第２日,03/21(日・祝),14:03,大宮,1-2,札幌,1,2,2,〇,大宮,"5,609",テレビ埼玉（録）,3
1999,Ｊ２,第３節第１日,03/28(日),12:33,札幌,2-3,鳥栖,2,3,2,●,室蘭,"6,204",北海道文化放送,0
1999,Ｊ２,第４節第１日,04/04(日),14:00,仙台,1-1,札幌,1,1,0,△,仙台,"13,569",東日本放送,1
1999,Ｊ２,第５節第２日,04/11(日),12:34,札幌,0-1,新潟,0,1,2,●,室蘭,"4,588",北海道文化放送,0
1999,Ｊ２,第６節第２日,04/18(日),14:00,川崎Ｆ,2-0,札幌,2,0,1,●,等々力,"5,058",,0
1999,Ｊ２,第７節第２日,04/25(日),13:32,札幌,3-2,山形,3,2,1,〇,室蘭,"4,317",札幌テレビ放送,3
1999,Ｊ２,第８節第２日,04/29(木・祝),13:01,Ｆ東京,2-1,札幌,2,1,1,●,西が丘,"6,148",東京メトロポリタンテレビ,0
1999,Ｊ２,第９節第１日,05/02(日),13:02,札幌,6-0,甲府,6,0,1,〇,札幌,"15,318",北海道放送,3
1999,Ｊ２,第１０節第１日,05/05(水・祝),13:04,札幌,1-0,大宮,1,0,1,〇,札幌,"7,235",ＮＨＫ札幌,3
1999,Ｊ２,第１１節第１日,05/09(日),13:01,鳥栖,2-2,札幌,2,2,0,△,鳥栖,"5,797",,1
1999,Ｊ２,第１２節第１日,05/16(日),12:34,札幌,3-0,仙台,3,0,1,〇,札幌,"10,307",北海道文化放送,3
1999,Ｊ２,第１３節第１日,05/22(土),13:03,新潟,0-1,札幌,0,1,2,〇,新潟,"8,849",,3
1999,Ｊ２,第１４節第１日,05/29(土),14:04,札幌,1-1,川崎Ｆ,1,1,0,△,札幌,"11,274",北海道放送,1
1999,Ｊ２,第１５節第２日,06/27(日),14:05,山形,1-1,札幌,1,1,0,△,山形県,"2,350",山形テレビ,1
1999,Ｊ２,第２９節第１日,10/02(土),18:00,大分,2-0,札幌,2,0,1,●,大分,"3,933",テレビ大分（録）,0
1999,Ｊ２,第３０節第１日,10/11(月・休),15:01,札幌,2-0,山形,2,0,1,〇,札幌,"9,457",北海道テレビ放送,3
1999,Ｊ２,第３１節第２日,10/17(日),13:01,Ｆ東京,0-1,札幌,0,1,2,〇,江戸川,"4,605",東京メトロポリタンテレビ（録）,3
1999,Ｊ２,第３２節第１日,10/24(日),13:03,札幌,1-0,鳥栖,1,0,1,〇,札幌,"9,363",テレビ北海道,3
1999,Ｊ２,第３３節第２日,10/31(日),12:31,札幌,1-2,川崎Ｆ,1,2,2,●,札幌,"13,738",ＮＨＫ札幌放送局,0
1999,Ｊ２,第３４節第２日,11/06(土),15:01,甲府,0-3,札幌,0,3,2,〇,小瀬,"2,676",,3
1999,Ｊ２,第３５節第２日,11/14(日),13:36,札幌,0-1,大宮,0,1,2,●,札幌,"13,536",札幌テレビ放送,0
1999,Ｊ２,第３６節第１日,11/21(日),13:00,仙台,1-0,札幌,1,0,1,●,仙台,"16,535",,0
2000,Ｊ２,第１節第２日,03/12(日),13:03,鳥栖,0-4,札幌,0,4,2,〇,鳥栖,"3,800",スカイパーフェクＴＶ！,3
2000,Ｊ２,第２節第２日,03/20(月・祝),13:04,甲府,0-3,札幌,0,3,2,〇,小瀬,"3,231",スカイパーフェクＴＶ！,3
2000,Ｊ２,第４節第１日,03/30(木),14:00,札幌,3-0,新潟,3,0,1,〇,室蘭,"3,162",北海道テレビ／スカイパーフェクＴＶ！,3
2000,Ｊ２,第５節第１日,04/02(日),13:33,仙台,1-2,札幌,1,2,2,〇,仙台,"6,308",ミヤギテレビ／スカイパーフェクＴＶ！（録）,3
2000,Ｊ２,第７節第１日,04/15(土),18:01,大分,0-0,札幌,0,0,0,△,大分,"3,741",テレビ大分（録）／スカイパーフェクＴＶ！,1
2000,Ｊ２,第８節第２日,04/23(日),12:34,札幌,0-2,山形,0,2,2,●,函館,"11,272",北海道文化放送／Ｊスカイスポーツ（録）,0
2000,Ｊ２,第９節第３日,04/30(日),14:00,水戸,0-2,札幌,0,2,2,〇,ひたちな,"3,715",Ｊスカイスポーツ（録）,3
2000,Ｊ２,第１０節第２日,05/04(木・祝),14:04,札幌,2-1,湘南,2,1,1,〇,札幌,"19,450",北海道放送／Ｊスカイスポーツ（録）,3
2000,Ｊ２,第１１節第２日,05/08(月),19:00,大宮,0-2,札幌,0,2,2,〇,大宮,"3,706",スカイパーフェクＴＶ！（１２１ｃｈ）（録）,3
2000,Ｊ２,第１２節第２日,05/14(日),13:02,札幌,2-0,鳥栖,2,0,1,〇,札幌,"10,513",テレビ北海道／スカイパーフェクＴＶ！（１２１ｃｈ）（録）,3
2000,Ｊ２,第１３節第１日,05/18(木),19:00,札幌,2-1,甲府,2,1,1,〇,札幌,"8,539",Ｊスカイスポーツ（録）,3
2000,Ｊ２,第１５節第２日,05/27(土),13:03,新潟,0-1,札幌,0,1,2,〇,新潟,"5,076",新潟テレビ２１／Ｊスカイスポーツ（録）,3
2000,Ｊ２,第１６節第１日,06/01(木),19:30,札幌,3-1,仙台,3,1,1,〇,札幌,"8,622",スカイパーフェクＴＶ！（１２１ｃｈ）（録）,3
2000,Ｊ２,第１７節第１日,06/04(日),18:04,浦和,0-1,札幌,0,1,2,〇,駒場,"19,222",テレビ埼玉／Ｊスカイスポーツ,3
2000,Ｊ２,第１８節第１日,06/10(土),13:30,札幌,2-1,大分,2,1,1,〇,札幌,"12,389",ＮＨＫ札幌／Ｊスカイスポーツ（録）,3
2000,Ｊ２,第１９節第１日,06/17(土),18:01,山形,0-1,札幌,0,1,2,〇,山形県,"4,251",Ｊスカイスポーツ（録）,3
2000,Ｊ２,第２０節第１日,06/21(水),19:00,札幌,3-0,水戸,3,0,1,〇,札幌,"11,356",Ｊスカイスポーツ（録）,3
2000,Ｊ２,第２１節第２日,06/25(日),14:00,湘南,1-2,札幌,1,2,2,〇,平塚,"6,006",Ｊスカイスポーツ（録）,3
2000,Ｊ２,第３６節第１日,10/01(日),15:00,札幌,2-1,大分,2,1,1,〇,札幌,"14,815",北海道文化放送／Ｊスカイスポーツ（録）,3
2000,Ｊ２,第３７節第３日,10/08(日),14:04,山形,0-0,札幌,0,0,0,△,山形県,"3,397",山形放送／スカイパーフェクＴＶ！（１２１ｃｈ）（録）,1
2000,Ｊ２,第３８節第２日,10/15(日),14:04,札幌,5-0,水戸,5,0,1,〇,札幌,"17,823",北海道放送／Ｊスカイスポーツ,3
2000,Ｊ２,第３９節第１日,10/21(土),19:02,湘南,0-3,札幌,0,3,2,〇,平塚,"7,428",テレビ北海道／スカイパーフェクＴＶ！（１２１ｃｈ）,3
2000,Ｊ２,第４０節第２日,10/29(日),12:03,札幌,2-0,大宮,2,0,1,〇,札幌,"19,863",札幌テレビ／スカイパーフェクＴＶ！（１２１ｃｈ）,3
2000,Ｊ２,第４１節第１日,11/05(日),16:01,鳥栖,2-0,札幌,2,0,1,●,鳥栖,"6,107",サガテレビ（録）／Ｊスカイスポーツ（録）,0
2000,Ｊ２,第４２節第３日,11/12(日),13:03,札幌,1-1,甲府,1,1,0,△,札幌,"12,515",テレビ北海道／スカイパーフェクＴＶ！（１２１ｃｈ）（録）,1
2000,Ｊ２,第４４節第１日,11/19(日),13:04,新潟,1-2,札幌,1,2,2,〇,新潟,"4,368",ＮＨＫ新潟／Ｊスカイスポーツ（録）,3
2001,Ｊ１ １ｓｔ,第１節第１日,03/10(土),14:01,Ｃ大阪,1-2,札幌,1,2,2,〇,長居,"11,359",ＢＳ（録）,3
2001,Ｊ１ １ｓｔ,第２節第１日,03/17(土),14:00,札幌,2-1,柏,2,1,1,〇,高知陸,"6,276",ＢＳ（録）／高知放送,3
2001,Ｊ１ １ｓｔ,第３節第１日,03/31(土),15:04,広島,1-0,札幌,1,0,1,●,広島ビ,"6,694",広島ホームテレビ／スカイパーフェクＴＶ！（録）,0
2001,Ｊ１ １ｓｔ,第４節第１日,04/07(土),14:04,札幌,2-0,東京Ｖ,2,0,1,〇,室蘭,"9,289",ＢＳ（録）／ＮＨＫ札幌,3
2001,Ｊ１ １ｓｔ,第５節第１日,04/14(土),17:04,神戸,0-0,札幌,0,0,0,△,神戸ユ,"11,742",ＢＳ,1
2001,Ｊ１ １ｓｔ,第６節第１日,04/29(日・祝),13:02,札幌,1-0,Ｇ大阪,1,0,1,〇,函館,"15,288",札幌テレビ／スカイパーフェクＴＶ！,3
2001,Ｊ１ １ｓｔ,第７節第１日,05/03(木・祝),16:01,清水,5-2,札幌,5,2,1,●,日本平,"18,664",ＢＳ／テレビ静岡,0
2001,Ｊ１ １ｓｔ,第８節第１日,05/06(日),13:04,Ｆ東京,2-1,札幌,2,1,1,●,丸亀,"6,142",東京メトロポリタンテレビ／Ｊスカイスポーツ,0
2001,Ｊ１ １ｓｔ,第９節第１日,05/12(土),14:06,札幌,2-1,鹿島,2,1,1,〇,札幌厚別,"19,920",ＢＳ／北海道テレビ,3
2001,Ｊ１ １ｓｔ,第１０節第１日,05/19(土),15:04,磐田,2-1,札幌,2,1,1,●,磐田,"12,979",静岡放送／Ｊスカイスポーツ,0
2001,Ｊ１ １ｓｔ,第１１節第１日,06/16(土),14:04,札幌,2-2,名古屋,2,2,0,△,札幌厚別,"19,525",北海道放送／Ｊスカイスポーツ,1
2001,Ｊ１ １ｓｔ,第１２節第１日,06/23(土),19:04,浦和,2-0,札幌,2,0,1,●,駒場,"19,277",テレビ埼玉／ＢＳ－ｉ,0
2001,Ｊ１ ２ｎｄ,第８節第１日,10/13(土),15:02,東京Ｖ,0-1,札幌,0,1,2,〇,東京,"10,803",日本テレビ（録）,3
2001,Ｊ１ ２ｎｄ,第９節第１日,10/17(水),19:01,札幌,4-2,広島,4,2,1,〇,札幌厚別,"12,443",ＮＨＫ札幌（録）,3
2001,Ｊ１ ２ｎｄ,第１０節第１日,10/20(土),14:04,札幌,1-2,磐田,1,2,2,●,札幌厚別,"18,917",ＢＳ（録）／ＮＨＫ札幌,0
2001,Ｊ１ ２ｎｄ,第１１節第１日,10/31(水),19:03,名古屋,2-0,札幌,2,0,1,●,瑞穂陸,"8,714",東海テレビ（録）／Ｊスカイスポーツ,0
2001,Ｊ１ ２ｎｄ,第１２節第１日,11/03(土・祝),19:03,札幌,1-1,浦和,1,1,0,△,札幌ド,"38,639",テレビ北海道／ＢＳ,1
2001,Ｊ１ ２ｎｄ,第１３節第１日,11/10(土),16:04,市原,2-0,札幌,2,0,1,●,市原,"4,473",ＢＳ,0
2001,Ｊ１ ２ｎｄ,第１４節第１日,11/17(土),19:04,柏,1-0,札幌,1,0,1,●,柏,"10,819",千葉テレビ／スカイパーフェクＴＶ！,0
2001,Ｊ１ ２ｎｄ,第１５節第１日,11/24(土),14:00,札幌,0-1,Ｃ大阪,0,1,2,●,札幌ド,"39,156",札幌テレビ,0
2002,Ｊ１ １ｓｔ,第１節第２日,03/03(日),15:04,広島,5-1,札幌,5,1,1,●,広島ビ,"11,299",ＮＨＫ広島／Ｊスカイスポーツ,0
2002,Ｊ１ １ｓｔ,第２節第１日,03/09(土),13:00,札幌,0-1,仙台,0,1,2,●,高知陸,"7,236",札幌テレビ／スカイパーフェクＴＶ！／高知放送（録）,0
2002,Ｊ１ １ｓｔ,第３節第２日,03/17(日),15:03,磐田,4-0,札幌,4,0,1,●,磐田,"13,268",静岡放送／北海道放送／ＢＳ－ｉ,0
2002,Ｊ１ １ｓｔ,第４節第１日,03/31(日),16:04,名古屋,0-3,札幌,0,3,2,〇,瑞穂陸,"11,279",ＢＳ,3
2002,Ｊ１ １ｓｔ,第５節第１日,04/06(土),19:04,柏,4-1,札幌,4,1,1,●,柏,"9,161",ＢＳ,0
2002,Ｊ１ １ｓｔ,第６節第１日,04/13(土),14:06,札幌,1-2,京都,1,2,2,●,室蘭,"10,203",ＢＳ／ＫＢＳ京都（録）,0
2002,Ｊ１ １ｓｔ,第７節第１日,04/20(土),14:06,札幌,1-3,鹿島,1,3,2,●,函館,"14,128",ＢＳ,0
2002,Ｊ１ ２ｎｄ,第７節第１日,10/05(土),15:04,清水,3-0,札幌,3,0,1,●,日本平,"14,119",テレビ静岡／Ｊスカイスポーツ,0
2002,Ｊ１ ２ｎｄ,第８節第１日,10/12(土),14:00,札幌,0-4,Ｆ東京,0,4,2,●,札幌厚別,"11,921",北海道テレビ／スカイパーフェクＴＶ！／東京メトロポリタンテレビ（録）,0
2002,Ｊ１ ２ｎｄ,第９節第１日,10/19(土),15:04,Ｇ大阪,1-0,札幌,1,0,1,●,万博,"5,677",ＢＳ,0
2002,Ｊ１ ２ｎｄ,第１０節第１日,10/23(水),18:59,札幌,1-0,市原,1,0,1,〇,札幌ド,"14,295",ＮＨＫ札幌（録）／ＢＳ－ｉ（録）,3
2002,Ｊ１ ２ｎｄ,第１１節第２日,10/27(日),15:34,鹿島,3-2,札幌,3,2,1,●,カシマ,"17,428",ＢＳ,0
2002,Ｊ１ ２ｎｄ,第１２節第１日,11/09(土),14:03,東京Ｖ,3-2,札幌,3,2,1,●,東京,"10,943",札幌テレビ／Ｊスカイスポーツ／日本テレビ（録）,0
2002,Ｊ１ ２ｎｄ,第１３節第２日,11/17(日),14:04,札幌,1-0,名古屋,1,0,1,〇,札幌ド,"21,759",ＮＨＫ札幌／ＮＨＫ名古屋／ＢＳ－ｉ,3
2002,Ｊ１ ２ｎｄ,第１４節第１日,11/23(土・祝),14:00,仙台,2-0,札幌,2,0,1,●,仙台,"19,424",ＮＨＫ仙台／スカイパーフェクＴＶ！,0
2002,Ｊ１ ２ｎｄ,第１５節第１日,11/30(土),14:03,札幌,5-4,広島,5,4,1,〇,札幌ド,"22,131",札幌テレビ／ＮＨＫ広島／ＢＳ,3
2003,Ｊ２,第１節第１日,03/15(土),14:03,札幌,1-3,横浜FC,1,3,2,●,札幌ド,"23,590",ＮＨＫ札幌／Ｊスカイスポーツ,0
2003,Ｊ２,第２節第２日,03/22(土),14:04,山形,2-3,札幌,2,3,2,〇,山形県,"5,875",スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）,3
2003,Ｊ２,第３節第１日,03/29(土),14:04,札幌,2-4,水戸,2,4,2,●,札幌ド,"13,198",札幌テレビ／スカイパーフェクＴＶ！,0
2003,Ｊ２,第４節第１日,04/05(土),14:04,新潟,0-1,札幌,0,1,2,〇,新潟陸,"10,674",ＮＨＫ新潟／スカイパーフェクＴＶ！／ＮＨＫ札幌（録）／Ｊスカイスポーツ（録）,3
2003,Ｊ２,第５節第１日,04/09(水),19:04,大宮,1-1,札幌,1,1,0,△,大宮,"3,106",Ｊスカイスポーツ,1
2003,Ｊ２,第６節第１日,04/12(土),13:04,札幌,5-0,福岡,5,0,1,〇,室蘭,"5,674",スカイパーフェクＴＶ！,3
2003,Ｊ２,第７節第１日,04/19(土),14:04,甲府,2-1,札幌,2,1,1,●,小瀬,"4,875",スカイパーフェクＴＶ！,0
2003,Ｊ２,第８節第１日,04/26(土),14:04,札幌,0-2,広島,0,2,2,●,札幌ド,"15,920",北海道テレビ／スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）,0
2003,Ｊ２,第９節第１日,04/29(火・祝),13:04,鳥栖,1-0,札幌,1,0,1,●,鳥栖,"3,315",スカイパーフェクＴＶ！,0
2003,Ｊ２,第１０節第２日,05/05(月・祝),14:04,札幌,0-0,川崎Ｆ,0,0,0,△,札幌厚別,"12,190",北海道放送／スカイパーフェクＴＶ！,1
2003,Ｊ２,第１１節第１日,05/10(土),15:04,湘南,0-2,札幌,0,2,2,〇,平塚,"5,599",スカイパーフェクＴＶ！,3
2003,Ｊ２,第１２節第１日,05/14(水),19:04,横浜FC,0-0,札幌,0,0,0,△,三ツ沢,"2,514",スカイパーフェクＴＶ！,1
2003,Ｊ２,第１３節第１日,05/17(土),13:34,札幌,1-0,山形,1,0,1,〇,札幌厚別,"8,521",北海道文化放送／スカイパーフェクＴＶ！,3
2003,Ｊ２,第１４節第１日,05/24(土),14:04,水戸,1-1,札幌,1,1,0,△,水戸,"4,072",スカイパーフェクＴＶ！,1
2003,Ｊ２,第１５節第１日,05/31(土),14:04,札幌,2-0,新潟,2,0,1,〇,札幌ド,"14,248",北海道放送／スカイパーフェクＴＶ！,3
2003,Ｊ２,第１６節第１日,06/06(金),19:04,川崎Ｆ,1-0,札幌,1,0,1,●,等々力,"6,505",スカイパーフェクＴＶ！,0
2003,Ｊ２,第１７節第１日,06/14(土),14:03,札幌,1-1,湘南,1,1,0,△,札幌厚別,"8,086",ＮＨＫ札幌／スカイパーフェクＴＶ！,1
2003,Ｊ２,第１８節第１日,06/18(水),19:04,広島,1-1,札幌,1,1,0,△,広島ス,"3,932",スカイパーフェクＴＶ！,1
2003,Ｊ２,第１９節第１日,06/21(土),15:04,札幌,3-3,甲府,3,3,0,△,札幌ド,"13,177",スカイパーフェクＴＶ！,1
2003,Ｊ２,第２０節第１日,06/28(土),19:04,福岡,0-0,札幌,0,0,0,△,博多球,"6,300",Ｊスカイスポーツ,1
2003,Ｊ２,第３７節第１日,10/04(土),14:04,広島,1-0,札幌,1,0,1,●,広島ビ,"11,608",テレビ新広島／スカイパーフェクＴＶ！,0
2003,Ｊ２,第３８節第１日,10/11(土),13:05,札幌,4-1,鳥栖,4,1,1,〇,札幌厚別,"6,508",テレビ北海道／スカイパーフェクＴＶ！,3
2003,Ｊ２,第３９節第２日,10/18(土),14:04,川崎Ｆ,1-0,札幌,1,0,1,●,等々力,"7,119",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）,0
2003,Ｊ２,第４０節第１日,10/25(土),13:03,札幌,0-1,大宮,0,1,2,●,室蘭,"3,653",北海道テレビ／スカイパーフェクＴＶ！,0
2003,Ｊ２,第４１節第１日,11/01(土),13:03,札幌,2-2,新潟,2,2,0,△,札幌厚別,"7,544",ＮＨＫ札幌／ＮＨＫ新潟／スカイパーフェクＴＶ！,1
2003,Ｊ２,第４２節第２日,11/09(日),14:01,水戸,0-0,札幌,0,0,0,△,笠松,"2,674",スカイパーフェクＴＶ！（録）,1
2003,Ｊ２,第４３節第２日,11/16(日),13:04,札幌,4-1,山形,4,1,1,〇,札幌ド,"17,832",スカイパーフェクＴＶ！,3
2003,Ｊ２,第４４節第１日,11/23(日・祝),13:01,横浜FC,2-0,札幌,2,0,1,●,横浜国,"8,005",Ｊ　ＳＰＯＲＴＳ（録）,0
2004,Ｊ２,第１節第１日,03/13(土),14:04,札幌,2-2,甲府,2,2,0,△,札幌ド,"18,308",ＮＨＫ札幌／スカイパーフェクＴＶ！,1
2004,Ｊ２,第２節第１日,03/20(土・祝),14:04,大宮,0-0,札幌,0,0,0,△,埼玉,"8,009",スカイパーフェクＴＶ！,1
2004,Ｊ２,第３節第１日,03/27(土),14:04,札幌,1-0,仙台,1,0,1,〇,札幌ド,"14,279",北海道放送／Ｊ　ＳＰＯＲＴＳ／東北放送（録）,3
2004,Ｊ２,第４節第１日,04/03(土),14:04,湘南,1-1,札幌,1,1,0,△,平塚,"6,025",スカイパーフェクＴＶ！,1
2004,Ｊ２,第５節第１日,04/10(土),13:35,札幌,0-1,山形,0,1,2,●,室蘭,"5,534",北海道文化放送／さくらんぼテレビ／スカイパーフェクＴＶ！（録）,0
2004,Ｊ２,第６節第１日,04/17(土),14:03,札幌,1-1,横浜FC,1,1,0,△,札幌ド,"12,824",北海道テレビ／スカイパーフェクＴＶ！,1
2004,Ｊ２,第７節第２日,04/25(日),14:02,水戸,2-1,札幌,2,1,1,●,笠松,"3,551",スカイパーフェクＴＶ！（録）,0
2004,Ｊ２,第８節第１日,04/29(木・祝),18:04,京都,2-0,札幌,2,0,1,●,西京極,"9,174",ＫＢＳ京都／スカイパーフェクＴＶ！,0
2004,Ｊ２,第９節第１日,05/02(日),14:05,札幌,1-2,福岡,1,2,2,●,札幌厚別,"10,073",テレビ北海道／スカイパーフェクＴＶ！,0
2004,Ｊ２,第１０節第１日,05/05(水・祝),15:33,札幌,0-2,川崎Ｆ,0,2,2,●,札幌厚別,"9,403",ＮＨＫ札幌／Ｊ　ＳＰＯＲＴＳ（録）,0
2004,Ｊ２,第１１節第１日,05/09(日),13:04,鳥栖,2-1,札幌,2,1,1,●,鳥栖,"2,921",Ｊ　ＳＰＯＲＴＳ,0
2004,Ｊ２,第１２節第１日,05/15(土),14:04,横浜FC,2-1,札幌,2,1,1,●,三ツ沢,"3,504",スカイパーフェクＴＶ！,0
2004,Ｊ２,第１３節第１日,05/19(水),19:04,札幌,1-2,水戸,1,2,2,●,札幌厚別,"6,086",札幌テレビ（録）／スカイパーフェクＴＶ！,0
2004,Ｊ２,第１４節第１日,05/22(土),14:04,山形,2-1,札幌,2,1,1,●,山形県,"4,162",スカイパーフェクＴＶ！,0
2004,Ｊ２,第１５節第１日,05/29(土),14:03,札幌,1-1,湘南,1,1,0,△,札幌ド,"11,443",札幌テレビ／スカイパーフェクＴＶ！,1
2004,Ｊ２,第１６節第１日,06/05(土),14:04,仙台,1-1,札幌,1,1,0,△,仙台,"17,382",東日本放送／Ｊ　ＳＰＯＲＴＳ,1
2004,Ｊ２,第１７節第１日,06/12(土),14:04,札幌,1-2,大宮,1,2,2,●,札幌厚別,"7,656",スカイパーフェクＴＶ！／札幌テレビ（録）,0
2004,Ｊ２,第１８節第１日,06/19(土),14:04,甲府,2-1,札幌,2,1,1,●,小瀬,"10,121",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）,0
2004,Ｊ２,第１９節第１日,06/23(水),19:04,川崎Ｆ,6-0,札幌,6,0,1,●,等々力,"8,054",スカイパーフェクＴＶ！,0
2004,Ｊ２,第２０節第２日,06/27(日),14:03,札幌,1-2,鳥栖,1,2,2,●,札幌厚別,"7,526",札幌テレビ／スカイパーフェクＴＶ！（録）,0
2004,Ｊ２,第３７節第１日,10/02(土),14:04,札幌,0-0,京都,0,0,0,△,札幌厚別,"5,682",北海道放送／スカイパーフェクＴＶ！／ＫＢＳ京都（録）,1
