年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,ホームスコア,アウェイスコア,結果,札幌の結果は？,スタジアム,入場者数,インターネット中継・TV放送,points
2015,Ｊ２,第２節第１日,03/15(日),13:03,札幌,0-1,長崎,0,1,2,●,札幌ド,"18,086",スカパー！／スカパー！プレミアムサービス／北海道文化放送,0
2015,Ｊ２,第３節第２日,03/21(土・祝),14:03,札幌,2-1,福岡,2,1,1,〇,札幌ド,"10,889",スカパー！／スカパー！プレミアムサービス,3
2015,Ｊ２,第４節第１日,03/29(日),16:04,大宮,1-1,札幌,1,1,0,△,ＮＡＣＫ,"10,491",スカパー！／スカパー！プレミアムサービス,1
2015,Ｊ２,第５節第１日,04/01(水),19:03,札幌,1-2,京都,1,2,2,●,札幌ド,"8,193",スカパー！／スカパー！プレミアムサービス,0
2015,Ｊ２,第６節第１日,04/05(日),13:03,札幌,1-1,東京Ｖ,1,1,0,△,札幌ド,"9,485",スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌,1
2015,Ｊ２,第７節第１日,04/11(土),13:03,讃岐,0-0,札幌,0,0,0,△,丸亀,"2,779",スカパー！／スカパー！プレミアムサービス,1
2015,Ｊ２,第８節第１日,04/19(日),13:03,札幌,1-0,水戸,1,0,1,〇,札幌ド,"9,138",スカパー！／スカパー！プレミアムサービス,3
2015,Ｊ２,第９節第１日,04/26(日),13:04,岡山,0-1,札幌,0,1,2,〇,Ｃスタ,"10,107",スカパー！／スカパー！プレミアムサービス／山陽放送,3
2015,Ｊ２,第１０節第１日,04/29(水・祝),19:33,金沢,1-1,札幌,1,1,0,△,石川西部,"6,657",スカパー！／スカパー！プレミアムサービス／北陸放送（録）,1
2015,Ｊ２,第１１節第１日,05/03(日・祝),13:03,札幌,3-0,磐田,3,0,1,〇,札幌ド,"16,902",スカパー！／スカパー！プレミアムサービス,3
2015,Ｊ２,第１２節第１日,05/06(水・休),18:04,愛媛,0-0,札幌,0,0,0,△,ニンスタ,"3,124",スカパー！／スカパー！プレミアムサービス,1
2015,Ｊ２,第１３節第１日,05/09(土),14:03,札幌,2-3,熊本,2,3,2,●,札幌ド,"10,405",スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌／ＮＨＫ熊本,0
2015,Ｊ２,第１４節第１日,05/17(日),13:04,群馬,0-2,札幌,0,2,2,〇,正田スタ,"4,701",スカパー！／スカパー！プレミアムサービス,3
2015,Ｊ２,第１５節第１日,05/24(日),14:04,徳島,1-2,札幌,1,2,2,〇,鳴門大塚,"4,595",スカパー！／スカパー！プレミアムサービス,3
2015,Ｊ２,第１６節第２日,06/01(月),19:03,札幌,1-1,Ｃ大阪,1,1,0,△,札幌ド,"18,044",スカパー！／スカパー！プレミアムサービス,1
2015,Ｊ２,第１７節第１日,06/06(土),19:03,千葉,1-1,札幌,1,1,0,△,フクアリ,"14,481",スカパー！／スカパー！プレミアムサービス,1
2015,Ｊ２,第１８節第１日,06/14(日),13:04,岐阜,0-1,札幌,0,1,2,〇,長良川,"7,065",スカパー！／スカパー！プレミアムサービス／岐阜放送,3
2015,Ｊ２,第１９節第１日,06/21(日),14:03,札幌,1-1,北九州,1,1,0,△,札幌ド,"12,691",スカパー！／スカパー！プレミアムサービス,1
2015,Ｊ２,第２０節第２日,06/29(月),19:04,札幌,1-1,大分,1,1,0,△,札幌ド,"8,974",スカパー！／スカパー！プレミアムサービス,1
2015,Ｊ２,第３５節第１日,10/04(日),17:03,東京Ｖ,0-2,札幌,0,2,2,〇,味スタ,"7,712",スカパー！／スカパー！プレミアムサービス,3
2015,Ｊ２,第３６節第１日,10/10(土),13:03,札幌,2-1,金沢,2,1,1,〇,札幌厚別,"6,981",スカパー！／スカパー！プレミアムサービス,3
2015,Ｊ２,第３７節第１日,10/18(日),13:04,磐田,3-0,札幌,3,0,1,●,ヤマハ,"11,179",スカパー！／スカパー！プレミアムサービス,0
2015,Ｊ２,第３８節第１日,10/25(日),13:03,大分,2-0,札幌,2,0,1,●,大銀ド,"9,062",スカパー！／スカパー！プレミアムサービス／ＮＨＫ大分,0
2015,Ｊ２,第３９節第１日,11/01(日),13:03,札幌,3-2,千葉,3,2,1,〇,札幌ド,"9,611",スカパー！／スカパー！プレミアムサービス,3
2015,Ｊ２,第４０節第１日,11/07(土),14:03,札幌,2-0,徳島,2,0,1,〇,札幌ド,"14,428",スカパー！／スカパー！プレミアムサービス／北海道文化放送,3
2015,Ｊ２,第４１節第１日,11/14(土),15:03,水戸,2-1,札幌,2,1,1,●,Ｋｓスタ,"6,555",スカパー！／スカパー！プレミアムサービス,0
2015,Ｊ２,第４２節第１日,11/23(月・祝),14:03,札幌,4-1,栃木,4,1,1,〇,札幌ド,"20,234",スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌,3
2016,Ｊ２,第１節第１日,02/28(日),13:03,東京Ｖ,1-0,札幌,1,0,1,●,味スタ,"9,272",スカパー！／スカパー！プレミアムサービス,0
2016,Ｊ２,第２節第１日,03/06(日),16:04,岐阜,0-4,札幌,0,4,2,〇,長良川,"4,898",スカパー！／スカパー！プレミアムサービス／岐阜放送,3
2016,Ｊ２,第３節第２日,03/13(日),13:03,札幌,1-1,愛媛,1,1,0,△,札幌ド,"20,012",スカパー！／スカパー！プレミアムサービス／北海道文化放送,1
2016,Ｊ２,第４節第１日,03/20(日・祝),13:04,清水,0-2,札幌,0,2,2,〇,アイスタ,"12,624",スカパー！／スカパー！プレミアムサービス,3
2016,Ｊ２,第５節第１日,03/26(土),13:03,札幌,3-1,京都,3,1,1,〇,札幌ド,"9,341",スカパー！／スカパー！プレミアムサービス／テレビ北海道,3
2016,Ｊ２,第６節第１日,04/03(日),13:03,町田,2-0,札幌,2,0,1,●,町田,"7,146",スカパー！／スカパー！プレミアムサービス,0
2016,Ｊ２,第７節第１日,04/09(土),19:03,札幌,1-0,岡山,1,0,1,〇,札幌ド,"9,467",スカパー！／スカパー！プレミアムサービス／テレビ北海道,3
2016,Ｊ２,第８節第２日,04/17(日),14:04,山形,1-1,札幌,1,1,0,△,ＮＤスタ,"4,871",スカパー！／スカパー！プレミアムサービス／ＮＨＫ山形,1
2016,Ｊ２,第９節第１日,04/23(土),13:04,札幌,1-0,Ｃ大阪,1,0,1,〇,札幌ド,"21,640",スカパー！／スカパー！プレミアムサービス／テレビ北海道,3
2016,Ｊ２,第１０節第１日,04/29(金・祝),14:03,札幌,1-0,徳島,1,0,1,〇,札幌ド,"14,186",スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌,3
2016,Ｊ２,第１１節第１日,05/03(火・祝),13:03,金沢,0-1,札幌,0,1,2,〇,石川西部,"4,623",スカパー！／スカパー！プレミアムサービス／北陸放送（録）,3
2016,Ｊ２,第１３節第１日,05/15(日),13:03,水戸,0-1,札幌,0,1,2,〇,Ｋｓスタ,"6,028",スカパー！／スカパー！プレミアムサービス,3
2016,Ｊ２,第１４節第１日,05/22(日),13:03,讃岐,0-1,札幌,0,1,2,〇,ピカスタ,"3,208",スカパー！／スカパー！プレミアムサービス,3
2016,Ｊ２,第１５節第１日,05/28(土),14:03,札幌,3-1,山口,3,1,1,〇,札幌ド,"10,920",スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌／ＮＨＫ山口,3
2016,Ｊ２,第１６節第１日,06/04(土),19:03,札幌,2-2,千葉,2,2,0,△,札幌ド,"11,937",スカパー！／スカパー！プレミアムサービス／テレビ北海道,1
2016,Ｊ２,第１７節第１日,06/08(水),19:03,松本,3-2,札幌,3,2,1,●,松本,"10,796",スカパー！／スカパー！プレミアムサービス,0
2016,Ｊ２,第１８節第２日,06/13(月),19:03,札幌,2-1,長崎,2,1,1,〇,札幌ド,"10,607",スカパー！／スカパー！プレミアムサービス,3
2016,Ｊ２,第１９節第１日,06/19(日),14:03,札幌,1-0,北九州,1,0,1,〇,札幌ド,"11,957",スカパー！／スカパー！プレミアムサービス／テレビ北海道,3
2016,Ｊ２,第２０節第１日,06/26(日),19:34,群馬,0-1,札幌,0,1,2,〇,正田スタ,"3,184",スカパー！／スカパー！プレミアムサービス,3
2016,Ｊ２,第３４節第１日,10/02(日),14:03,北九州,0-0,札幌,0,0,0,△,本城,"3,095",スカパー！／スカパー！プレミアムサービス,1
2016,Ｊ２,第３５節第１日,10/08(土),12:03,札幌,1-0,水戸,1,0,1,〇,札幌厚別,"8,269",スカパー！／スカパー！プレミアムサービス／北海道文化放送,3
2016,Ｊ２,第３６節第１日,10/16(日),19:04,愛媛,2-2,札幌,2,2,0,△,ニンスタ,"2,916",スカパー！／スカパー！プレミアムサービス,1
2016,Ｊ２,第３７節第１日,10/22(土),14:03,札幌,1-2,東京Ｖ,1,2,2,●,札幌ド,"18,868",スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌,0
2016,Ｊ２,第３８節第２日,10/30(日),15:03,熊本,2-0,札幌,2,0,1,●,うまスタ,"7,880",スカパー！／スカパー！プレミアムサービス,0
2016,Ｊ２,第３９節第１日,11/03(木・祝),14:03,札幌,4-1,讃岐,4,1,1,〇,札幌ド,"21,582",スカパー！／スカパー！プレミアムサービス／北海道テレビ放送,3
2016,Ｊ２,第４０節第１日,11/06(日),13:04,徳島,2-1,札幌,2,1,1,●,鳴門大塚,"4,402",スカパー！／スカパー！プレミアムサービス,0
2016,Ｊ２,第４１節第１日,11/12(土),13:03,千葉,1-2,札幌,1,2,2,〇,フクアリ,"12,726",スカパー！／スカパー！プレミアムサービス／千葉テレビ,3
2016,Ｊ２,第４２節第１日,11/20(日),14:04,札幌,0-0,金沢,0,0,0,△,札幌ド,"33,697",スカパー！／スカパー！プレミアムサービス／テレビ北海道,1
2017,Ｊ１,第１節第１日,02/25(土),14:04,仙台,1-0,札幌,1,0,1,●,ユアスタ,"17,230",ＤＡＺＮ／ＮＨＫ仙台／ＮＨＫ札幌,0
2017,Ｊ１,第２節第１日,03/04(土),19:03,横浜FM,3-0,札幌,3,0,1,●,ニッパツ,"12,740",ＤＡＺＮ／ＮＨＫ　ＢＳ１,0
2017,Ｊ１,第３節第２日,03/11(土),15:06,札幌,1-1,Ｃ大阪,1,1,0,△,札幌ド,"21,760",ＤＡＺＮ／札幌テレビ放送,1
2017,Ｊ１,第４節第１日,03/18(土),14:03,札幌,2-1,広島,2,1,1,〇,札幌ド,"12,624",ＤＡＺＮ／ＮＨＫ札幌／ＮＨＫ広島,3
2017,Ｊ１,第５節第２日,04/02(日),17:04,甲府,2-0,札幌,2,0,1,●,中銀スタ,"10,195",ＤＡＺＮ,0
2017,Ｊ１,第６節第２日,04/08(土),19:03,札幌,2-1,FC東京,2,1,1,〇,札幌ド,"16,948",ＤＡＺＮ／テレビ北海道,3
2017,Ｊ１,第７節第１日,04/16(日),13:08,札幌,1-1,川崎Ｆ,1,1,0,△,札幌ド,"18,155",ＤＡＺＮ／ＮＨＫ札幌,1
2017,Ｊ１,第８節第２日,04/22(土),14:04,浦和,3-2,札幌,3,2,1,●,埼玉,"36,880",ＤＡＺＮ／ＮＨＫ　ＢＳ１／テレ玉,0
2017,Ｊ１,第９節第１日,04/30(日),15:03,磐田,2-2,札幌,2,2,0,△,ヤマハ,"14,495",ＤＡＺＮ,1
2017,Ｊ１,第１０節第３日,05/06(土),13:03,札幌,1-0,大宮,1,0,1,〇,札幌ド,"15,498",ＤＡＺＮ／テレビ北海道,3
2017,Ｊ１,第１１節第１日,05/14(日),19:03,札幌,0-2,Ｇ大阪,0,2,2,●,札幌ド,"21,174",ＤＡＺＮ／ＮＨＫ　ＢＳ１,0
2017,Ｊ１,第１２節第２日,05/20(土),14:03,新潟,1-0,札幌,1,0,1,●,デンカＳ,"19,253",ＤＡＺＮ／ＮＨＫ新潟,0
2017,Ｊ１,第１３節第１日,05/27(土),19:04,鳥栖,1-0,札幌,1,0,1,●,ベアスタ,"14,416",ＤＡＺＮ／ＮＨＫ　ＢＳ１,0
2017,Ｊ１,第１４節第１日,06/04(日),13:03,札幌,1-2,神戸,1,2,2,●,札幌ド,"12,644",ＤＡＺＮ／北海道放送,0
2017,Ｊ１,第１５節第１日,06/17(土),18:33,鹿島,3-0,札幌,3,0,1,●,カシマ,"20,826",ＤＡＺＮ,0
2017,Ｊ１,第１６節第１日,06/25(日),19:03,柏,2-1,札幌,2,1,1,●,柏,"9,769",ＤＡＺＮ,0
2017,Ｊ１,第２９節第１日,10/14(土),13:03,札幌,3-0,柏,3,0,1,〇,札幌厚別,"9,614",ＤＡＺＮ／札幌テレビ,3
2017,Ｊ１,第３０節第１日,10/21(土),16:03,FC東京,1-2,札幌,1,2,2,〇,味スタ,"16,817",ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ（録）,3
2017,Ｊ１,第３１節第１日,10/29(日),16:04,札幌,1-2,鹿島,1,2,2,●,札幌ド,"27,514",ＤＡＺＮ／ＮＨＫ総合,0
2017,Ｊ１,第３２節第２日,11/18(土),15:03,清水,0-2,札幌,0,2,2,〇,アイスタ,"13,723",ＤＡＺＮ／テレビ静岡／北海道文化放送,3
2017,Ｊ１,第３３節第１日,11/26(日),13:03,Ｇ大阪,0-1,札幌,0,1,2,〇,吹田Ｓ,"25,626",ＤＡＺＮ,3
2017,Ｊ１,第３４節第１日,12/02(土),14:04,札幌,3-2,鳥栖,3,2,1,〇,札幌ド,"27,796",ＤＡＺＮ／北海道文化放送,3
2018,Ｊ１,第１節第２日,02/24(土),14:03,広島,1-0,札幌,1,0,1,●,Ｅスタ,"17,026",ＤＡＺＮ／ＮＨＫ広島／ＮＨＫ札幌,0
2018,Ｊ１,第２節第１日,03/02(金),19:03,Ｃ大阪,3-3,札幌,3,3,0,△,金鳥スタ,"10,415",ＤＡＺＮ,1
2018,Ｊ１,第３節第１日,03/10(土),19:03,札幌,1-3,清水,1,3,2,●,札幌ド,"19,390",ＤＡＺＮ／ＮＨＫ　ＢＳ１,0
2018,Ｊ１,第４節第１日,03/18(日),14:03,札幌,2-1,長崎,2,1,1,〇,札幌ド,"13,568",ＤＡＺＮ／札幌テレビ,3
2018,Ｊ１,第５節第２日,03/31(土),15:03,鹿島,0-0,札幌,0,0,0,△,カシマ,"19,629",ＤＡＺＮ,1
2018,Ｊ１,第６節第１日,04/07(土),14:03,札幌,3-0,名古屋,3,0,1,〇,札幌ド,"17,390",ＤＡＺＮ／ＮＨＫ札幌,3
2018,Ｊ１,第７節第１日,04/11(水),19:03,札幌,1-0,湘南,1,0,1,〇,札幌ド,"11,183",ＤＡＺＮ／北海道放送（録）,3
2018,Ｊ１,第８節第１日,04/14(土),14:03,柏,1-2,札幌,1,2,2,〇,三協Ｆ柏,"9,533",ＤＡＺＮ,3
2018,Ｊ１,第９節第１日,04/21(土),16:03,浦和,0-0,札幌,0,0,0,△,埼玉,"39,091",ＤＡＺＮ,1
2018,Ｊ１,第１０節第１日,04/25(水),19:03,札幌,2-1,横浜FM,2,1,1,〇,札幌厚別,"6,729",ＤＡＺＮ／北海道放送（録）,3
2018,Ｊ１,第１１節第１日,04/28(土),14:03,仙台,2-2,札幌,2,2,0,△,ユアスタ,"13,812",ＤＡＺＮ,1
2018,Ｊ１,第１２節第１日,05/02(水),20:03,鳥栖,1-2,札幌,1,2,2,〇,ベアスタ,"7,377",ＤＡＺＮ,3
2018,Ｊ１,第１３節第１日,05/05(土・祝),14:03,札幌,2-0,Ｇ大阪,2,0,1,〇,札幌厚別,"12,382",ＤＡＺＮ／北海道文化放送,3
2018,Ｊ１,第１４節第２日,05/13(日),16:04,FC東京,0-0,札幌,0,0,0,△,味スタ,"24,589",ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ,1
2018,Ｊ１,第１５節第２日,05/20(日),17:04,神戸,4-0,札幌,4,0,1,●,ノエスタ,"18,725",ＤＡＺＮ,0
2018,Ｊ１,第２９節第１日,10/05(金),19:35,横浜FM,2-1,札幌,2,1,1,●,日産ス,"19,124",ＤＡＺＮ,0
2018,Ｊ１,第３０節第２日,10/20(土),16:04,湘南,2-2,札幌,2,2,0,△,ＢＭＷス,"11,982",ＤＡＺＮ,1
2018,Ｊ１,第１８節第５日,10/28(日),15:03,名古屋,1-2,札幌,1,2,2,〇,パロ瑞穂,"17,400",ＤＡＺＮ,3
2018,Ｊ１,第３１節第４日,11/04(日),14:03,札幌,1-0,仙台,1,0,1,〇,札幌ド,"24,065",ＤＡＺＮ／札幌テレビ放送,3
2018,Ｊ１,第３２節第２日,11/10(土),14:03,札幌,1-2,浦和,1,2,2,●,札幌厚別,"12,723",ＤＡＺＮ／ＮＨＫ札幌,0
2018,Ｊ１,第３３節第１日,11/24(土),14:05,磐田,0-2,札幌,0,2,2,〇,ヤマハ,"14,051",ＤＡＺＮ,3
2018,Ｊ１,第３４節第１日,12/01(土),14:03,札幌,2-2,広島,2,2,0,△,札幌ド,"34,250",ＤＡＺＮ／北海道文化放送,1
2019,Ｊ１,第１節第２日,02/23(土),16:03,湘南,2-0,札幌,2,0,1,●,ＢＭＷス,"13,249",ＤＡＺＮ,0
2019,Ｊ１,第２節第２日,03/02(土),16:04,浦和,0-2,札幌,0,2,2,〇,埼玉,"41,109",ＤＡＺＮ／テレ玉,3
2019,Ｊ１,第３節第１日,03/09(土),14:03,札幌,5-2,清水,5,2,1,〇,札幌ド,"22,692",ＤＡＺＮ／ＮＨＫ札幌,3
2019,Ｊ１,第４節第１日,03/17(日),14:03,札幌,1-3,鹿島,1,3,2,●,札幌ド,"23,002",ＤＡＺＮ／ＮＨＫ　ＢＳ１,0
2019,Ｊ１,第５節第２日,03/30(土),14:03,名古屋,4-0,札幌,4,0,1,●,豊田ス,"31,083",ＤＡＺＮ,0
2019,Ｊ１,第６節第２日,04/06(土),13:03,札幌,1-2,大分,1,2,2,●,札幌ド,"13,852",ＤＡＺＮ／札幌テレビ,0
2019,Ｊ１,第７節第１日,04/13(土),15:03,Ｃ大阪,0-1,札幌,0,1,2,〇,ヤンマー,"15,125",ＤＡＺＮ,3
2019,Ｊ１,第８節第２日,04/20(土),13:03,札幌,3-0,横浜FM,3,0,1,〇,札幌ド,"15,674",ＤＡＺＮ／北海道文化放送,3
2019,Ｊ１,第９節第２日,04/28(日),15:03,磐田,1-2,札幌,1,2,2,〇,ヤマハ,"13,904",ＤＡＺＮ／静岡放送,3
2019,Ｊ１,第１０節第２日,05/04(土・祝),14:03,札幌,2-1,神戸,2,1,1,〇,札幌ド,"34,591",ＤＡＺＮ／ＮＨＫ総合,3
2019,Ｊ１,第１１節第２日,05/12(日),13:04,松本,0-0,札幌,0,0,0,△,サンアル,"16,646",ＤＡＺＮ／長野放送,1
2019,Ｊ１,第１２節第２日,05/18(土),14:03,FC東京,2-0,札幌,2,0,1,●,味スタ,"24,772",ＤＡＺＮ,0
2019,Ｊ１,第１３節第１日,05/25(土),14:03,札幌,0-0,Ｇ大阪,0,0,0,△,札幌ド,"15,690",ＤＡＺＮ／ＮＨＫ札幌,1
2019,Ｊ１,第１４節第２日,06/01(土),14:03,札幌,1-0,広島,1,0,1,〇,札幌ド,"14,189",ＤＡＺＮ／北海道放送,3
2019,Ｊ１,第１５節第１日,06/14(金),19:03,川崎Ｆ,1-1,札幌,1,1,0,△,等々力,"22,609",ＤＡＺＮ,1
2019,Ｊ１,第１６節第１日,06/22(土),14:03,札幌,3-1,鳥栖,3,1,1,〇,札幌厚別,"6,836",ＤＡＺＮ／ＮＨＫ札幌,3
2019,Ｊ１,第１７節第２日,06/30(日),19:03,仙台,2-1,札幌,2,1,1,●,ユアスタ,"12,125",ＤＡＺＮ,0
2019,Ｊ１,第２８節第１日,10/04(金),19:03,Ｇ大阪,5-0,札幌,5,0,1,●,パナスタ,"20,554",ＤＡＺＮ,0
2019,Ｊ１,第２９節第１日,10/18(金),19:03,札幌,0-1,Ｃ大阪,0,1,2,●,札幌ド,"12,443",ＤＡＺＮ／北海道放送（録）,0
2019,Ｊ１,第３０節第２日,11/02(土),14:03,札幌,3-0,名古屋,3,0,1,〇,札幌ド,"19,943",ＤＡＺＮ／札幌テレビ,3
2019,Ｊ１,第３１節第２日,11/09(土),14:03,横浜FM,4-2,札幌,4,2,1,●,ニッパツ,"13,617",ＤＡＺＮ／テレビ神奈川（録）,0
2019,Ｊ１,第３２節第２日,11/23(土・祝),14:03,札幌,1-2,磐田,1,2,2,●,札幌ド,"19,785",ＤＡＺＮ／北海道文化放送,0
2019,Ｊ１,第３３節第１日,11/30(土),14:03,鳥栖,0-2,札幌,0,2,2,〇,駅スタ,"17,512",ＤＡＺＮ／ＮＨＫ佐賀,3
2019,Ｊ１,第３４節第１日,12/07(土),14:03,札幌,1-2,川崎Ｆ,1,2,2,●,札幌ド,"26,399",ＤＡＺＮ／ＮＨＫ札幌,0
2020,Ｊ１,第１節第２日,02/22(土),15:03,柏,4-2,札幌,4,2,1,●,三協Ｆ柏,12468,ＤＡＺＮ,0
2020,Ｊ１,第２０節第１日,10/03(土),14:03,札幌,3-3,仙台,3,3,0,△,札幌ド,5339,ＤＡＺＮ,1
2020,Ｊ１,第２１節第１日,10/10(土),14:03,札幌,2-1,湘南,2,1,1,〇,札幌厚別,2859,ＤＡＺＮ,3
2020,Ｊ１,第２２節第１日,10/14(水),19:33,名古屋,3-0,札幌,3,0,1,●,パロ瑞穂,8895,ＤＡＺＮ,0
2020,Ｊ１,第２３節第２日,10/18(日),13:03,札幌,1-0,鹿島,1,0,1,〇,札幌ド,5359,ＤＡＺＮ／札幌テレビ（録）,3
2020,Ｊ１,第２４節第３日,10/24(土),14:02,札幌,3-0,横浜FC,3,0,1,〇,札幌ド,6256,ＤＡＺＮ／ＮＨＫ札幌,3
2020,Ｊ１,第２５節第３日,10/31(土),19:03,Ｇ大阪,2-1,札幌,2,1,1,●,パナスタ,16183,ＤＡＺＮ／ＮＨＫ　ＢＳ１,0
2020,Ｊ１,第２６節第２日,11/03(火・祝),14:03,川崎Ｆ,0-2,札幌,0,2,2,〇,等々力,11165,ＤＡＺＮ／ＮＨＫ　ＢＳ１,3
2020,Ｊ１,第３３節第２日,11/11(水),19:03,FC東京,1-0,札幌,1,0,1,●,味スタ,6357,ＤＡＺＮ　ＡＦＣチャンピオンズリーグ２０２０の日程等に伴い、８月４日の発表時より日程が変更となっております。,0
2020,Ｊ１,第２７節第１日,11/14(土),14:03,札幌,1-1,鳥栖,1,1,0,△,札幌ド,5663,ＤＡＺＮ／札幌テレビ,1
2020,Ｊ１,第２８節第３日,11/21(土),14:03,札幌,5-1,清水,5,1,1,〇,札幌ド,5220,ＤＡＺＮ／北海道文化放送,3
2020,Ｊ１,第３０節第３日,11/28(土),14:03,広島,2-2,札幌,2,2,0,△,Ｅスタ,6346,ＤＡＺＮ／ＮＨＫ広島／ＮＨＫ札幌,1
2020,Ｊ１,第３１節第３日,12/05(土),14:01,札幌,1-3,Ｃ大阪,1,3,2,●,札幌ド,8905,ＤＡＺＮ／ＮＨＫ総合,0
2020,Ｊ１,第３２節第４日,12/12(土),15:03,大分,1-1,札幌,1,1,0,△,昭和電ド,6120,ＤＡＺＮ,1
2020,Ｊ１,第３４節第１日,12/19(土),14:04,浦和,0-2,札幌,0,2,2,〇,埼玉,19319,ＤＡＺＮ／テレ玉,3
2021,Ｊ１,第１節第２日,02/27(土),14:00,札幌,5-1,横浜FC,5,1,1,〇,札幌ド,11897,ＤＡＺＮ／ＮＨＫ札幌,3
2021,Ｊ１,第２節第１日,03/06(土),16:03,名古屋,1-0,札幌,1,0,1,●,豊田ス,9846,ＤＡＺＮ,0
2021,Ｊ１,第３節第１日,03/10(水),19:03,広島,2-1,札幌,2,1,1,●,Ｅスタ,3821,ＤＡＺＮ,0
2021,Ｊ１,第５節第１日,03/17(水),18:04,浦和,0-0,札幌,0,0,0,△,埼玉,4571,ＤＡＺＮ／テレ玉,1
2021,Ｊ１,第６節第１日,03/20(土・祝),14:03,札幌,3-4,神戸,3,4,2,●,札幌ド,9512,ＤＡＺＮ,0
2021,Ｊ１,第７節第２日,04/03(土),14:03,福岡,1-2,札幌,1,2,2,〇,ベススタ,4432,ＤＡＺＮ,3
2021,Ｊ１,第８節第２日,04/07(水),19:03,FC東京,2-1,札幌,2,1,1,●,味スタ,6236,ＤＡＺＮ,0
2021,Ｊ１,第９節第２日,04/11(日),13:08,札幌,2-2,鹿島,2,2,0,△,札幌ド,10342,ＤＡＺＮ／ＮＨＫ札幌,1
2021,Ｊ１,第１０節第１日,04/16(金),19:03,札幌,1-3,横浜FM,1,3,2,●,札幌ド,9222,ＤＡＺＮ,0
2021,Ｊ１,第１１節第３日,04/24(土),13:03,札幌,2-1,仙台,2,1,1,〇,札幌厚別,4336,ＤＡＺＮ,3
2021,Ｊ１,第１２節第２日,05/02(日),15:03,湘南,0-0,札幌,0,0,0,△,レモンＳ,4956,ＤＡＺＮ,1
2021,Ｊ１,第１３節第２日,05/09(日),15:03,徳島,1-2,札幌,1,2,2,〇,鳴門大塚,4954,ＤＡＺＮ,3
2021,Ｊ１,第１４節第２日,05/16(日),15:03,川崎Ｆ,2-0,札幌,2,0,1,●,等々力,4932,ＤＡＺＮ,0
2021,Ｊ１,第１５節第１日,05/22(土),14:00,札幌,2-0,清水,2,0,1,〇,札幌ド,3334,ＤＡＺＮ／ＮＨＫ札幌,3
2021,Ｊ１,第１６節第１日,05/26(水),19:05,札幌,0-0,鳥栖,0,0,0,△,札幌ド,3362,ＤＡＺＮ／北海道放送,1
2021,Ｊ１,第１７節第１日,05/29(土),19:03,柏,1-2,札幌,1,2,2,〇,三協Ｆ柏,4270,ＤＡＺＮ,3
2021,Ｊ１,第１８節第２日,06/19(土),14:03,札幌,2-0,大分,2,0,1,〇,札幌厚別,3736,ＤＡＺＮ,3
2021,Ｊ１,第２０節第２日,06/27(日),18:33,鹿島,4-0,札幌,4,0,1,●,カシマ,7953,ＤＡＺＮ,0
